cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,multiversions,url,poll_id,question_id,createddate,timestamp
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Maryland",10/10/2016,10/14/2016,"Google Consumer Surveys","B",349,"lv",.0164089,47.49,24.96,7.85,,52.36848,33.99807,5.159662,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46976,73465,10/17/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",9/30/2016,10/4/2016,"Ipsos","A-",1242,"lv",.0161706,42.4,36.2,7.6,,42.89161,39.4104,5.34153,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",46550,72813,10/7/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Washington",10/10/2016,10/14/2016,"Google Consumer Surveys","B",571,"lv",.0161577,43.16,26.71,6.97,,48.0054,36.22446,4.279662,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47003,73492,10/17/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Louisiana",9/23/2016,10/13/2016,"Ipsos","A-",473,"lv",.0160411,35.98,49.16,,,35.03712,50.75201,,,"","http://reuters.com/statesofthenation/",46832,73278,10/15/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",9/10/2016,9/13/2016,"YouGov","B",1087,"rv",.0159965,42,40,5,,45.20416,44.74773,2.037823,,"","https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/cx4orjzwhb/econTabReport.pdf",45740,71423,9/14/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Louisiana",8/9/2016,9/1/2016,"SurveyMonkey","C-",871,"rv",.0158521,33,49,9,,34.61335,54.3512,1.704501,,"","https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html",45360,70566,9/6/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Rhode Island",9/27/2016,10/3/2016,"Google Consumer Surveys","B",57,"lv",.0158417,44.76,28.48,4.4,,51.01274,38.11381,1.013136,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46498,72696,10/5/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/1/2016,10/5/2016,"Ipsos","A-",1119,"lv",.0158266,43.4,36.2,7.5,,43.77408,39.45225,5.309709,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",46552,72812,10/7/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Nebraska",8/9/2016,9/1/2016,"SurveyMonkey","C-",983,"rv",.015761,32,42,15,,33.87215,47.98605,7.704501,,"","https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html",45369,70575,9/6/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Michigan",7/7/2016,7/8/2016,"Gravis Marketing","B-",1562,"a",.0157376,37,34,2,,39.39538,37.76448,-.4931239,,"","http://gravismarketing.com/polling-and-market-research/current-michigan-polling/",44582,67945,7/14/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",9/28/2016,10/2/2016,"Ipsos","A-",1433,"lv",.0157374,42.5,36.7,7.4,,43.2373,39.81643,4.99884,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",46453,72639,10/4/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Maine",9/30/2016,10/20/2016,"Ipsos","A-",202,"lv",.0156897,47.76,38.69,,,45.44299,40.6557,,,"","http://www.reuters.com/statesofthenation/",47201,73878,10/22/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"South Dakota",10/4/2016,10/9/2016,"Google Consumer Surveys","B",65,"lv",.0156021,32.71,36.87,6.99,,37.98754,46.18398,4.028791,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46727,73031,10/10/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/10/2016,10/14/2016,"Google Consumer Surveys","B",19900,"lv",.0155968,38.29,33.32,7.01,,43.15839,42.50333,4.319663,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46955,73444,10/17/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"District of Columbia",9/27/2016,10/3/2016,"Google Consumer Surveys","B",64,"lv",.0155726,62.21,9.8,5.14,,68.46353,19.43686,1.753136,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46466,72664,10/5/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"West Virginia",10/4/2016,10/9/2016,"Google Consumer Surveys","B",78,"lv",.0155198,27.41,50.21,3.77,,32.68468,59.44333,.808791,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46735,73039,10/10/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Georgia",10/10/2016,10/14/2016,"Google Consumer Surveys","B",489,"lv",.0154932,30.22,41.25,8.09,,35.11902,49.99223,5.399662,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46966,73455,10/17/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Oklahoma",9/23/2016,10/13/2016,"Ipsos","A-",432,"lv",.0154703,36,51.26,,,33.82866,51.83035,,,"","http://reuters.com/statesofthenation/",46850,73296,10/15/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Illinois",10/17/2016,10/25/2016,"SurveyMonkey","C-",1091,"lv",.0154543,52,34,8,,50.11699,36.04285,4.16634,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47486,74278,10/26/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Indiana",10/17/2016,10/25/2016,"SurveyMonkey","C-",688,"lv",.0154525,35,48,13,,33.13014,49.95832,9.16634,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47487,74279,10/26/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Idaho",8/9/2016,9/1/2016,"SurveyMonkey","C-",716,"rv",.0154221,25,44,19,,26.90924,50.07703,11.7045,,"","https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html",45354,70560,9/6/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Georgia",8/6/2016,8/7/2016,"JMC Enterprises","C",615,"lv",.015417,44,37,7,,45.25275,41.67474,4.058521,,"","http://winwithjmc.com/wp-content/uploads/2016/08/Georgia-Executive-Summary.pdf",44789,68585,8/8/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Missouri",9/23/2016,10/6/2016,"Ipsos","A-",478,"lv",.0153944,37.05,48.7,,,35.77975,49.73147,,,"","http://www.reuters.com/statesofthenation/",46655,72949,10/10/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Nevada",10/17/2016,10/25/2016,"SurveyMonkey","C-",967,"lv",.0153079,44,44,10,,42.11069,46.08334,6.16634,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47501,74293,10/26/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Arkansas",10/4/2016,10/9/2016,"Google Consumer Surveys","B",180,"lv",.0152611,34.69,40.24,2.85,,39.95713,49.26037,-.111209,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46688,72992,10/10/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Iowa",7/5/2016,7/10/2016,"Marist College","A",822,"rv",.015257,37,37,7,,39.57389,44.2128,1.400598,,"","http://www.nbcnews.com/politics/first-read/polls-clinton-ahead-or-even-midwest-battlegrounds-n608651",44572,67921,7/13/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Utah",9/1/2016,9/9/2016,"Dan Jones & Associates","C+",605,"lv",.0151956,24,39,13,9,24.82849,41.51353,8.199283,13.1172,"","http://utahpolicy.com/index.php/features/today-at-utah-policy/10765-",45706,71311,9/12/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Alabama",10/17/2016,10/25/2016,"SurveyMonkey","C-",415,"lv",.0151954,36,52,8,,34.1712,53.69439,4.16634,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47473,74265,10/26/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Minnesota",8/9/2016,9/1/2016,"SurveyMonkey","C-",2054,"rv",.0151642,41,34,15,,42.91494,40.09101,7.704501,,"","https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html",45365,70571,9/6/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Rhode Island",8/9/2016,9/1/2016,"SurveyMonkey","C-",625,"rv",.0151239,41,33,15,,43.23502,39.87619,7.704501,,"","https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html",45381,70587,9/6/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/19/2016,10/23/2016,"Rasmussen Reports/Pulse Opinion Research","C+",1500,"lv",.0150101,41,43,5,,40.94571,45.9365,3.695297,,"","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_oct24",47247,73935,10/24/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Colorado",7/5/2016,7/11/2016,"Marist College","A",794,"rv",.014969,39,33,13,,41.57471,40.21427,7.400599,,"","http://www.wsj.com/articles/polls-find-clinton-leading-in-4-key-swing-states-1468555202",44588,67958,7/15/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Washington",10/17/2016,10/25/2016,"SurveyMonkey","C-",687,"lv",.014959,51,34,10,,49.07296,36.32582,6.16634,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47520,74312,10/26/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Oklahoma",10/4/2016,10/9/2016,"Google Consumer Surveys","B",226,"lv",.0149196,33.48,41.63,6.24,,38.74496,50.5893,3.278791,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46722,73026,10/10/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Ohio",7/22/2016,7/24/2016,"Public Policy Polling","B+",1334,"v",.014867,39,42,6,,41.30752,46.57787,3.155916,,"","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_OH_72516.pdf",44679,68230,7/25/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Arizona",9/23/2016,10/6/2016,"Ipsos","A-",617,"lv",.0148576,42.22,49.06,,,40.74223,50.02018,,,"","http://www.reuters.com/statesofthenation/",46634,72928,10/10/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",9/29/2016,10/3/2016,"Ipsos","A-",1239,"lv",.0148314,42.1,36.2,7.9,,42.71307,39.36353,5.5736,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",46452,72637,10/4/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Minnesota",10/10/2016,10/14/2016,"Google Consumer Surveys","B",597,"lv",.0147594,35.74,30.31,7.23,,40.59603,39.67138,4.539662,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46979,73468,10/17/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",9/24/2016,9/28/2016,"Ipsos","A-",2045,"lv",.014755,41,38,6.4,,42.25523,40.86079,3.782456,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",46307,72407,9/30/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Alabama",8/9/2016,9/1/2016,"SurveyMonkey","C-",958,"rv",.0147393,31,53,8,,32.5692,58.2429,.7045007,,"","https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html",45343,70549,9/6/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Florida",8/29/2016,9/7/2016,"Quinnipiac University","A-",761,"lv",.0147171,43,43,8,,45.48829,46.06283,3.609939,,"","https://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2376",45431,70743,9/8/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"New Hampshire",7/19/2016,7/21/2016,"Praecones Analytica","",1166,"rv",.014711,38.5,47.9,,,40.78945,49.55636,,,"","http://www.insidesources.com/ayotte-leads-hassan-in-insidesourcesnh-journal-poll/",44685,68248,7/26/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/16/2016,10/18/2016,"Rasmussen Reports/Pulse Opinion Research","C+",1500,"lv",.0146392,42,42,7,,42.0024,45.54247,5.228861,,"","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_oct19",47065,73647,10/19/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Oregon",9/23/2016,10/6/2016,"Ipsos","A-",483,"lv",.014614,51.33,36,,,50.22252,37.46362,,,"","http://www.reuters.com/statesofthenation/",46667,72961,10/10/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Maine",8/9/2016,9/1/2016,"SurveyMonkey","C-",715,"rv",.0146127,37,34,15,,39.10733,40.56296,7.704501,,"","https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html",45361,70567,9/6/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Tennessee",7/25/2016,7/27/2016,"icitizen","",531,"rv",.0146091,30,47,7,,33.46615,53.86536,2.738491,,"","http://www.tennessean.com/story/news/politics/2016/08/02/poll-trump-still-leading-clinton-tennessee/87950854/",44746,68428,8/2/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/21/2016,10/23/2016,"The Times-Picayune/Lucid","",2615,"lv",.0146075,43,38,7,,42.71419,42.86372,4.266648,,"","https://luc.id/2016-presidential-tracker/",47258,73958,10/24/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Delaware",9/23/2016,10/13/2016,"Ipsos","A-",135,"lv",.014606,46.96,39.29,,,45.2846,40.45695,,,"","http://reuters.com/statesofthenation/",46823,73269,10/15/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/11/2016,10/17/2016,"CVOTER International","C+",1326,"lv",.0145907,50.53,45.65,,,47.31121,44.39278,,,"","http://www.upi.com/Top_News/US/2016/10/19/UPICVoter-poll-Clinton-leads-Trump-by-488-points-going-into-final-debate/5031476878558/",47066,73652,10/19/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Iowa",9/23/2016,10/13/2016,"Ipsos","A-",382,"lv",.0145891,44.74,44.49,,,43.01773,45.83237,,,"","http://reuters.com/statesofthenation/",46829,73275,10/15/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Vermont",10/4/2016,10/9/2016,"Google Consumer Surveys","B",47,"lv",.0145871,57.02,16.11,10.26,,62.31113,25.80743,7.298791,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46732,73036,10/10/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Delaware",8/9/2016,9/1/2016,"SurveyMonkey","C-",637,"rv",.0145506,43,33,12,,44.8034,38.8174,4.704501,,"","https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html",45350,70556,9/6/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/17/2016,10/23/2016,"USC Dornsife/LA Times","",3024,"lv",.0145023,45.11,43.77,,,45.54088,42.79225,,,"","http://latimes.com/politics/",47239,73925,10/24/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"California",9/30/2016,10/6/2016,"Ipsos","A-",974,"lv",.0144745,61.26,27.86,,,59.95877,29.47937,,,"","http://www.reuters.com/statesofthenation/",46636,72930,10/10/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Indiana",8/9/2016,9/1/2016,"SurveyMonkey","C-",2294,"rv",.01444,30,46,13,,31.74585,51.67621,5.704501,,"","https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html",45356,70562,9/6/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Pennsylvania",7/31/2016,8/4/2016,"Susquehanna Polling & Research, Inc.","B-",772,"lv",.0143422,46,37,7,,47.69384,41.91067,3.939935,,"","https://mgtvwhtm.files.wordpress.com/2016/08/toplines-statewideabc27-aug16.pdf",44793,68590,8/8/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Iowa",7/7/2016,7/8/2016,"Gravis Marketing","B-",1318,"a",.0143014,39,37,8,,41.52853,41.00206,5.506876,,"","http://www.realclearpolitics.com/docs/2016/Gravis_IA_July_2016.pdf",44577,67935,7/13/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Washington",9/16/2016,9/29/2016,"Ipsos","A-",496,"lv",.0142868,48.94,35.28,,,48.61292,36.1891,,,"","http://www.reuters.com/statesofthenation/",46378,72506,10/3/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Maryland",9/23/2016,10/6/2016,"Ipsos","A-",508,"lv",.0142654,53.07,31.74,,,52.19244,33.14238,,,"","http://www.reuters.com/statesofthenation/",46650,72944,10/10/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Oklahoma",10/17/2016,10/25/2016,"SurveyMonkey","C-",493,"lv",.0141847,32,56,10,,30.13123,57.95135,6.16634,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47509,74301,10/26/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Nevada",7/7/2016,7/10/2016,"Monmouth University","A+",408,"lv",.0141742,45,41,5,,46.4911,45.13483,2.112174,,"","http://www.politico.com/blogs/swing-states-2016-election/2016/07/poll-nevada-clinton-trump-225367",44538,67816,7/11/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Colorado",7/9/2016,7/12/2016,"Monmouth University","A+",404,"lv",.0141173,48,35,5,,49.68274,39.38011,2.100303,,"","http://www.monmouth.edu/polling-institute/reports/MonmouthPoll_CO_071316/",44575,67925,7/13/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Mississippi",10/4/2016,10/9/2016,"Google Consumer Surveys","B",186,"lv",.0140601,23.91,50.69,2.05,,29.15965,59.21742,-.911209,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46711,73015,10/10/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Texas",8/8/2016,8/9/2016,"Dixie Strategies","C+",1018,"lv",.0140396,35.46,46.27,,,35.11842,47.83941,,,"","http://dfw.cbslocal.com/2016/08/11/trump-leads-texas-in-ktvt-cbs-11dixie-strategies-poll/?e=nqnAj57idgC1eA",44834,68696,8/11/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/17/2016,8/20/2016,"American Research Group","C+",994,"rv",.0140372,47,42,,,46.70017,44.3518,,,"","http://americanresearchgroup.com/pres2016/na16-4.html",44912,68896,8/22/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",8/1/2016,8/4/2016,"ABC News/Washington Post","A+",682,"lv",.0139955,48,40,7,,47.71235,43.62248,3.720461,,"","http://apps.washingtonpost.com/g/page/politics/washington-post-abc-news-poll-aug-1-4-2016/2071/",44781,68582,9/12/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"North Carolina",8/15/2016,8/17/2016,"Gravis Marketing","B-",723,"rv",.0139779,38,39,10,,39.81651,42.69733,6.337729,,"","http://gravismarketing.com/polling-and-market-research/current-north-carolina-polling-2/",44904,68882,8/21/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",7/5/2016,7/9/2016,"Marist College","A",1053,"rv",.0139695,40,35,10,,42.39769,41.92215,4.402024,,"","http://www.kentucky.com/news/politics-government/article89192652.html",44569,67909,7/13/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"New Hampshire",9/27/2016,10/3/2016,"Google Consumer Surveys","B",74,"lv",.0139633,46.18,21.23,8.61,,52.40961,30.7746,5.223135,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46489,72687,10/5/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Virginia",10/10/2016,10/14/2016,"Google Consumer Surveys","B",530,"lv",.0137717,40.76,28.22,8.59,,45.63743,37.27312,5.899662,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47001,73490,10/17/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"U.S.",10/8/2016,10/8/2016,"Morning Consult","",1390,"lv",.0137543,42,38,8,,43.27995,43.12624,4.173721,,"","https://morningconsult.com/wp-content/uploads/2016/10/161003_topline_trend_v3_LIKELYVOTERS_KD.pdf",46566,72836,10/9/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Connecticut",10/17/2016,10/25/2016,"SurveyMonkey","C-",515,"lv",.0137385,50,36,7,,48.0752,38.31147,3.16634,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47479,74271,10/26/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Massachusetts",10/17/2016,10/25/2016,"SurveyMonkey","C-",675,"lv",.0137265,61,28,6,,59.02006,30.66586,2.16634,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47494,74286,10/26/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Missouri",10/10/2016,10/14/2016,"Google Consumer Surveys","B",608,"lv",.0137158,37.93,26.95,7.76,,42.80627,36.01995,5.069663,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46980,73469,10/17/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Idaho",9/23/2016,10/13/2016,"Ipsos","A-",199,"lv",.0136143,31.26,54.18,,,29.07397,55.00754,,,"","http://reuters.com/statesofthenation/",46826,73272,10/15/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Tennessee",9/23/2016,10/6/2016,"Ipsos","A-",557,"lv",.013564,33.86,48.57,,,33.04414,50.05848,,,"","http://www.reuters.com/statesofthenation/",46671,72965,10/10/16,"14:12:45  4 Nov 2016"
2016,"President","now-cast","Clinton vs. Trump vs. Johnson",11/4/16,"Connecticut",9/9/2016,9/29/2016,"Ipsos","A-",455,"lv",.0135501,52.01,34.09,,,51.96535,35.17498,,,"","http://www.reuters.com/statesofthenation/",46342,72470,10/3/16,"14:12:45  4 Nov 2016"
